3.999160152372962e-09,0.005980805578208997,0.011530704397387246,0.028374100695052203,0.18411034108384558
4.005330603936876e-09,0.00605617215154525,0.009829282876484217,0.025466043180888593,0.15900793963994544
3.8492450534599325e-09,0.0060726533504975805,0.010666123080346444,0.033318293302563196,0.15509783180813233
4.3054167459816765e-09,0.005102631082952536,0.011702167055393,0.02731864274014828,0.1696199375065744
3.966791960524063e-09,0.005742438555630441,0.012370842814541668,0.02929924589240823,0.16837072306597634
3.747596521342386e-09,0.006469294266707248,0.010528310076090239,0.030846873056861,0.2015751703667545
4.190963595590085e-09,0.004951304409621158,0.011873173472493352,0.028460327387471143,0.19178190437764922
4.207549086947014e-09,0.005405882501759732,0.013636202579529765,0.025984447928046436,0.20120869195750107
4.023266389958784e-09,0.0059216784847068915,0.01250169036869385,0.03237375145135465,0.19104823726061024
3.795972573992649e-09,0.005842060132804065,0.011471151965873573,0.03387716782096885,0.1882125025070208
