420.0,640.0,860.0,1080.0,1300.0,1520.0,1740.0,1960.0,2180.0,2400.0,2620.0,2840.0,3060.0,3280.0,3400.0,3620.0,3840.0
420.0,640.0,860.0,1080.0,1300.0,1520.0,1740.0,1960.0,2180.0,2400.0,2620.0,2840.0,3060.0,3280.0,3400.0,3620.0,3840.0
420.0,640.0,860.0,1080.0,1300.0,1520.0,1740.0,1960.0,2180.0,2400.0,2620.0,2840.0,3060.0,3280.0,3400.0,3620.0,3840.0
428.0,642.0,861.0,1074.0,1318.0,1540.0,1743.0,1959.0,2162.0,2395.0,2662.0,2913.0,3034.0,3310.0,3318.0,3565.0,3941.0
428.0,649.0,856.0,1111.0,1301.0,1459.0,1733.0,1991.0,2191.0,2379.0,2625.0,2853.0,3044.0,3411.0,3435.0,3662.0,3980.0
435.0,654.0,862.0,1108.0,1294.0,1480.0,1730.0,1928.0,2191.0,2394.0,2611.0,2910.0,3003.0,3184.0,3370.0,3655.0,3962.0
426.0,635.0,872.0,1076.0,1288.0,1493.0,1712.0,1926.0,2063.0,2369.0,2540.0,2885.0,3147.0,3287.0,3380.0,3631.0,3851.0
418.0,653.0,853.0,1116.0,1282.0,1494.0,1726.0,1930.0,2142.0,2411.0,2620.0,2898.0,3068.0,3304.0,3410.0,3470.0,3843.0
427.0,640.0,849.0,1097.0,1304.0,1520.0,1709.0,1975.0,2162.0,2449.0,2620.0,2777.0,3117.0,3251.0,3364.0,3538.0,3835.0
425.0,666.0,877.0,1114.0,1340.0,1509.0,1693.0,1926.0,2208.0,2375.0,2752.0,2753.0,3159.0,3253.0,3412.0,3662.0,3920.0
