5.000000000000003e-299,6.059780350553723e-299,8.194912547498821e-299,6.695460076935901e-299,5.321532178665073e-299,6.334965817104724e-299,7.245505335752866e-299,6.832133431518162e-299,7.098125543201181e-299,7.174571822700509e-299,6.391808359130262e-299,6.563755267653355e-299,6.514112661523624e-299,6.942574716228817e-299,7.367907351208487e-299,7.715359320309441e-299,7.568016174674795e-299,6.17592500991774e-299,6.423775360665054e-299,6.921372347105875e-299,6.765582515906126e-299,6.841342470317244e-299,7.038119362424837e-299,7.030781696541326e-299,6.749847908424279e-299,7.162508324833163e-299,6.761610060515346e-299,6.902715320744984e-299,6.228454501592357e-299,6.673405909531381e-299,7.170114850652969e-299,7.371150168228428e-299,7.242679027101181e-299,6.626626597507089e-299,6.434782204505143e-299,6.937024227706621e-299,7.487631804146363e-299,7.67055497428069e-299,7.792643419005269e-299,7.583177921838812e-299,7.830475794638785e-299,7.463489780938119e-299,7.540191195267866e-299,7.982759103462811e-299,7.285377945140558e-299,7.74435832738057e-299,7.577917582751052e-299,7.458872074054374e-299,7.068619977057954e-299,7.758692595741267e-299,8.121885074029435e-299,7.159596758200559e-299,6.70736128990669e-299,7.45454798117417e-299,8.050851095757634e-299,7.244721936979617e-299,7.44983401880379e-299,7.665139373805237e-299,6.388925122900273e-299,7.531830664307596e-299,7.265454997305848e-299,7.267176115956105e-299,7.161210996630021e-299,7.421520449017182e-299,7.063952255546298e-299,7.976581245145768e-299,7.973202628418179e-299,8.313151503756273e-299,7.302388278958607e-299,7.581722458859424e-299,7.579631899821488e-299
5.000000000000003e-299,6.093933893015061e-299,7.865341748168332e-299,7.573426583241499e-299,5.744180472249253e-299,7.13790162137037e-299,7.799837220600243e-299,7.116549522796738e-299,7.708752187201182e-299,7.71851329859871e-299,6.711275465093596e-299,6.941907187718202e-299,7.650465377527681e-299,7.279981598067614e-299,7.881478947932665e-299,7.039445328708132e-299,8.137121204141599e-299,7.245681831675577e-299,7.980190784999543e-299,8.299915348545958e-299,6.926613165982203e-299,6.444574902366235e-299,6.253872712641843e-299,6.891555607406871e-299,7.863594199893135e-299,7.029253062217639e-299,7.298779896126566e-299,6.263657012115708e-299,7.264448644359921e-299,7.113774631638646e-299,7.018478760905877e-299,6.811841718652742e-299,7.099935677591743e-299,7.60495189078398e-299,7.640778848008437e-299,7.540084996760172e-299,6.831327610159599e-299,7.346951662893109e-299,7.651810853046874e-299,7.53322598711108e-299,6.849416084695461e-299,7.274315489127054e-299,7.260712693775781e-299,7.402410413289225e-299,6.563937783271734e-299,7.295082997168783e-299,7.374161893577439e-299,7.512865582586324e-299,7.443161693763685e-299,6.781852539491921e-299,6.498974635224302e-299,7.175071762808998e-299,7.623083266708874e-299,7.289970826944009e-299,7.647717333107982e-299,7.486422753693424e-299,7.136410490718382e-299,7.223080299518796e-299,7.435683561053734e-299,7.838536227580029e-299,7.64929030600817e-299,7.346031146509878e-299,7.598819194580954e-299,7.025585709681665e-299,7.351199186498184e-299,7.694595011927529e-299,7.485206733261687e-299,8.141846595123811e-299,7.244775913528501e-299,8.069474182085681e-299,7.503747558648741e-299
5.000000000000003e-299,5.907601941955109e-299,7.717491647314391e-299,7.281906962932702e-299,6.142411339463097e-299,6.925121395091088e-299,7.34129887925195e-299,6.684039369944596e-299,7.792105032265283e-299,8.127647617074587e-299,7.244316298352235e-299,6.174526981541012e-299,6.236964602408918e-299,6.404777826120324e-299,6.498428573864258e-299,6.549725942751841e-299,6.605781633234735e-299,6.880986903060753e-299,6.932626115846311e-299,6.578738613151385e-299,6.993854932040261e-299,6.796423746648881e-299,7.549710086882885e-299,7.147207628084061e-299,6.754338978883825e-299,7.937782998651201e-299,8.073619667065391e-299,6.818665115601683e-299,6.546065753242392e-299,6.460507762450126e-299,6.941498911318319e-299,6.920842434237616e-299,6.237648311399329e-299,7.675819986266071e-299,6.886546915873485e-299,7.474981690005018e-299,7.114638062923466e-299,7.588009377346161e-299,6.67925911028275e-299,7.003231849027207e-299,7.639171036332689e-299,7.50139344973943e-299,7.28876017175191e-299,6.840362558019442e-299,7.411294053566441e-299,7.024965668715936e-299,7.113129655797313e-299,7.323093307562022e-299,7.767355632670802e-299,7.836485202400969e-299,7.914565231186559e-299,7.150243701700617e-299,6.629614502666781e-299,7.480409958181172e-299,7.590949337391551e-299,7.022451850393588e-299,6.429565929105681e-299,6.837651952347239e-299,8.05266507878817e-299,6.702432234715223e-299,7.916658654170455e-299,7.360820649345828e-299,8.048247300338841e-299,6.710557126581125e-299,7.801678717005054e-299,8.414043396264215e-299,8.576053512852937e-299,7.984016433868636e-299,7.810997196387705e-299,7.182142586927327e-299,7.32090262829687e-299
5.000000000000003e-299,6.347305936209782e-299,8.687308758824238e-299,8.191810902319793e-299,5.546822729315347e-299,7.042665790318393e-299,7.1399210542674e-299,6.631215212384972e-299,6.973239596112642e-299,7.590671731288895e-299,7.294084779095639e-299,7.615006718642683e-299,7.420328220362154e-299,7.495297606376605e-299,6.531576604130216e-299,7.047311256963629e-299,7.122964994457473e-299,7.960705988363509e-299,7.854030880251987e-299,7.174202927061536e-299,6.00711538121592e-299,5.921555820938217e-299,7.259765300209734e-299,7.602392249793575e-299,7.315128575923902e-299,6.803368358469337e-299,6.800536812753063e-299,6.483426717886041e-299,6.296830055923297e-299,7.612002198356275e-299,7.416474844042693e-299,6.972693204513604e-299,6.478631217582502e-299,6.989836909144435e-299,7.421135070968808e-299,7.386306927523659e-299,7.140639071507328e-299,8.146989426695815e-299,7.836543252544855e-299,7.039683168810523e-299,6.149949170756644e-299,7.42654644688129e-299,8.543707608329824e-299,7.467689912393591e-299,7.38863570916381e-299,7.928020303355796e-299,7.854174468480128e-299,7.261539252052345e-299,7.532881386396194e-299,7.499967191704481e-299,6.244753042285213e-299,7.458675222291655e-299,7.489164059409785e-299,7.659392744894538e-299,7.179029111130083e-299,8.043258264247217e-299,7.505656840132836e-299,7.797654534435118e-299,6.980348777554379e-299,7.100820820107447e-299,7.435854759276552e-299,6.951173454582057e-299,7.471230114177035e-299,7.54942168295422e-299,7.246767536721309e-299,7.167005801126316e-299,7.588412116584298e-299,6.756152265117467e-299,7.456993854630764e-299,8.066388513270999e-299,7.158971991582715e-299
5.000000000000003e-299,5.847601757200617e-299,7.701717200088599e-299,7.752156575884203e-299,6.785564041428768e-299,7.29018374419077e-299,7.677528640688804e-299,7.099355696220266e-299,7.344826897716064e-299,7.03552227029138e-299,6.852234854137804e-299,7.516016534916862e-299,7.503987581107551e-299,7.444830097458765e-299,7.616427098974584e-299,7.525178553921043e-299,7.31367227464357e-299,6.406654777144205e-299,7.595921409772265e-299,7.505781909733626e-299,7.010366905851904e-299,7.13362463697977e-299,8.062207592924361e-299,6.022172800858839e-299,6.088517522690009e-299,7.276179180347035e-299,8.131475965952019e-299,7.4247652229935e-299,7.579299502358147e-299,7.928766596021574e-299,6.682110560185357e-299,7.690316215000567e-299,7.019185432531556e-299,7.220392047489129e-299,6.585647757450763e-299,6.56048482338484e-299,7.13216152249463e-299,6.380324225639481e-299,7.794844438749925e-299,7.168749579136667e-299,7.917008967194283e-299,7.311806614115162e-299,6.760258330673866e-299,7.596572053775181e-299,6.781335985679545e-299,7.049291991605594e-299,6.672122829213174e-299,7.391802482698609e-299,7.013427041631813e-299,6.997903527673747e-299,7.673957079704873e-299,7.047116952692977e-299,7.059711667070103e-299,7.214551524442884e-299,6.928709233052616e-299,6.609516765805939e-299,7.411457912250434e-299,7.87376729467116e-299,7.510726420708442e-299,6.96519441644647e-299,6.682138002435549e-299,6.777096215251925e-299,7.232109555808403e-299,6.707267412901867e-299,7.088054182474021e-299,7.15229868828052e-299,7.188421653580538e-299,7.528610447853559e-299,7.420006724192139e-299,7.732766168606756e-299,7.719358682538694e-299
5.000000000000003e-299,6.120484972506122e-299,7.616164273816969e-299,7.691198117704623e-299,5.797208371848085e-299,7.206819665187612e-299,7.18088937048975e-299,7.167791995420773e-299,6.829813022461648e-299,7.819585325782357e-299,6.94514658880328e-299,7.208599578932424e-299,6.992601106858309e-299,6.973782568101725e-299,6.975265832843357e-299,6.991212960125489e-299,6.632809785812418e-299,6.707887978234542e-299,7.143665650266146e-299,7.141401841499632e-299,7.453718221176622e-299,7.587150198812588e-299,6.974741103214541e-299,8.06332276408653e-299,8.428302153605134e-299,8.28971421331047e-299,6.961340233919719e-299,6.854109350490169e-299,7.615869914392034e-299,6.705444553411751e-299,7.100837873456679e-299,6.989535912053756e-299,6.563366438834587e-299,7.418296789775649e-299,7.35962638890242e-299,7.551724326877037e-299,6.601733366616248e-299,6.937162147662236e-299,7.569262013655078e-299,7.688390733521674e-299,8.326548716917674e-299,7.381698881181339e-299,6.785870525784455e-299,6.740825028053253e-299,7.622424516099701e-299,7.510210018900797e-299,6.775683477299288e-299,6.788931033932664e-299,7.625915187074261e-299,8.17498229409203e-299,7.856047835107859e-299,7.226450225309607e-299,7.382937796915778e-299,7.117806094659067e-299,7.068836564644461e-299,6.848984620410658e-299,6.919744607430862e-299,7.238901926776903e-299,7.882399395520797e-299,8.273332133775243e-299,8.043775923527564e-299,7.305166866707431e-299,7.671964901880572e-299,6.741575572135363e-299,7.148066887996483e-299,6.964603364075486e-299,7.263097320303935e-299,8.737077216590279e-299,7.563532650275475e-299,7.873201054643115e-299,6.67599265691265e-299
5.000000000000003e-299,5.749307759185808e-299,7.235146579002162e-299,6.960552439548225e-299,5.590341586545633e-299,6.990653461699159e-299,7.465832364850281e-299,7.883842212796111e-299,7.739220247220061e-299,7.247238965944357e-299,6.439402051007922e-299,6.818968629960322e-299,7.88603672945524e-299,7.517690423771582e-299,7.454653157704863e-299,6.633469440933224e-299,7.970772285733677e-299,8.0875625011774e-299,7.635817757788709e-299,7.460557215750363e-299,7.082815325203144e-299,7.225641770424347e-299,7.267574608960305e-299,6.604983592898834e-299,7.549076651326137e-299,7.363574974764243e-299,7.376476824322777e-299,7.238295575630796e-299,7.06999919264398e-299,7.621643414752166e-299,7.877287340661047e-299,7.249891962218346e-299,6.767333868390102e-299,6.818814630119727e-299,6.930638278499203e-299,7.330163666368544e-299,7.781225587646839e-299,6.442768798011688e-299,7.112015714885857e-299,7.393958776047395e-299,7.322554252404424e-299,8.005760868121355e-299,6.789111249330552e-299,7.257192539364104e-299,7.196350753327973e-299,7.822754912946882e-299,7.261356415441116e-299,7.224165853254015e-299,7.272244786934417e-299,6.426585994099176e-299,6.210953262248882e-299,6.708750309425731e-299,7.58863848481821e-299,7.756240907495881e-299,7.719413687264443e-299,7.640334022547795e-299,8.166295297456576e-299,6.840471879822113e-299,7.235099003451269e-299,7.74870350681866e-299,7.320065215035936e-299,7.050566342939816e-299,7.945602339872797e-299,7.191430723655771e-299,6.696342193683064e-299,8.217796870292696e-299,7.475937338113079e-299,6.88284008051043e-299,7.740642980844186e-299,7.219874482519257e-299,7.769889610707058e-299
5.000000000000003e-299,5.703923373321975e-299,7.043357736236941e-299,7.09160568452509e-299,6.246219360754871e-299,7.561602002423991e-299,7.710359313606151e-299,7.027824434472356e-299,7.30982263038026e-299,6.795159703771248e-299,7.009013457494463e-299,7.113590068731643e-299,7.869874549353394e-299,7.998655908922844e-299,6.662248412920358e-299,7.06442142784656e-299,6.784115806963594e-299,7.484724077500046e-299,8.29296013894398e-299,7.088523783557435e-299,7.485522990774686e-299,7.297829044948505e-299,6.702036944970325e-299,6.869290511973702e-299,7.656260565136467e-299,7.336856963385112e-299,7.075763590365567e-299,7.233942717331345e-299,6.63038306955567e-299,6.556806451423666e-299,6.464100516461345e-299,7.200402055849567e-299,7.975944978288349e-299,7.643383755068251e-299,6.9566032853291e-299,7.286598830221946e-299,7.660537189661705e-299,7.041975976543965e-299,6.624921437175015e-299,7.552906447318308e-299,7.746516011618114e-299,6.592801718102267e-299,6.523467732603097e-299,6.859380999941603e-299,7.443703589672718e-299,8.028849228065895e-299,7.499135046272144e-299,7.01112935814518e-299,7.872476938121454e-299,7.542244944743739e-299,6.95766366912717e-299,6.538040537627855e-299,7.009945269604023e-299,7.829047754482459e-299,8.135715963497857e-299,8.16627860227991e-299,7.815168337000413e-299,7.382459050159049e-299,7.840618959962088e-299,8.077215037095489e-299,7.216854687440138e-299,7.176868576101081e-299,8.550151088975901e-299,7.860368971385099e-299,7.303792822132668e-299,8.001842849002566e-299,7.323748752571382e-299,7.076736476368728e-299,6.765974203295455e-299,7.966249339645449e-299,7.425190057557237e-299
5.000000000000003e-299,6.354133323571642e-299,8.15750364891038e-299,7.538641058535544e-299,5.731213720166368e-299,7.396870386448649e-299,7.597445415248506e-299,6.740004588982784e-299,7.781418972508076e-299,8.409457067786335e-299,7.276813416074591e-299,7.334339691325317e-299,6.737115013399896e-299,7.125441819037526e-299,6.772712641594372e-299,6.980327662349562e-299,6.566309854329062e-299,7.135301825557186e-299,7.049732233629438e-299,6.411252780422412e-299,6.050530621394821e-299,6.913109115471579e-299,7.473946613459169e-299,7.259197746489361e-299,6.759119850260545e-299,6.986028091065991e-299,7.471018312764754e-299,7.495365341227027e-299,7.074953035945662e-299,7.305522981156565e-299,8.06928072663377e-299,7.836874813007763e-299,8.067636493574132e-299,7.608643484652765e-299,7.692175991354592e-299,7.673130608365873e-299,7.59853979142139e-299,7.616087554576779e-299,6.280885594305542e-299,6.965945144306367e-299,7.149435835683644e-299,7.578344376289276e-299,7.46259679157436e-299,7.099787598330342e-299,6.983017779071539e-299,7.845454650581337e-299,7.256519988782033e-299,6.942580133373037e-299,7.807277810741111e-299,7.783696476088116e-299,6.740626815232221e-299,6.888337229337316e-299,7.171564198085518e-299,7.941662970331717e-299,7.383499000240657e-299,7.722077305025263e-299,7.733870345155826e-299,7.408516680265008e-299,8.170868685561194e-299,8.508523607754614e-299,7.404026363512298e-299,7.532483739692004e-299,7.155751796551203e-299,7.367347069702474e-299,7.802545821317551e-299,8.385623087100395e-299,7.212177529135189e-299,7.60925310822597e-299,7.425797964825863e-299,7.820995217260196e-299,7.238738465412143e-299
5.000000000000003e-299,6.299791214942718e-299,8.73440278252328e-299,7.764294741142216e-299,6.0510945272831e-299,7.513479891959729e-299,6.988084454306514e-299,7.03542645219075e-299,7.433006222817272e-299,7.860388032672264e-299,6.923115640657266e-299,7.426544752572135e-299,6.953095249455157e-299,6.37044673137894e-299,6.765092860149523e-299,7.578602702800261e-299,7.126952829084614e-299,7.057393035375938e-299,7.189988846812017e-299,7.165935489698173e-299,7.137433191188392e-299,7.322210090937266e-299,6.615382026138088e-299,6.767201788767023e-299,6.547742517901419e-299,6.783542338553521e-299,7.126764404199551e-299,7.550966904824663e-299,7.61513190514085e-299,7.335516280311529e-299,6.781596198248297e-299,7.254870368950504e-299,7.228556005186118e-299,6.199897595292643e-299,7.268352997072928e-299,7.371134517973403e-299,7.556142624025924e-299,6.722962036120727e-299,6.880666705743328e-299,7.56706489118424e-299,6.728065609267146e-299,6.972063231068106e-299,7.856624621111321e-299,8.153320689186055e-299,8.10179101720178e-299,6.813297960119122e-299,6.998050068750722e-299,7.341553167030589e-299,7.108755702244511e-299,7.567489950487941e-299,7.205028862569873e-299,6.985854001321469e-299,7.366414738934246e-299,7.67113946450381e-299,7.502166767116214e-299,6.936704675528783e-299,7.375233142803441e-299,7.779718880975681e-299,7.341410548241601e-299,7.46641333343843e-299,6.928186353681783e-299,6.663554429233428e-299,7.139131967090351e-299,7.470428519781729e-299,7.991926441861679e-299,6.890727867792856e-299,7.661614126658796e-299,8.365344045930985e-299,7.844698348078307e-299,7.236533734931658e-299,7.833808021994069e-299
